City,Region,Month,Year,Rainfall(mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph),Heat Index(max),Heat index(min),Heat index(mean),Heat  Wave
WARANGAL R,Plain,April,2019,0.605873016,24.94952381,40.04444444,24.74698413,82.02349206,0.414603175,11.00031746,87.09279888,25.13827325,56.11553606,1
WARANGAL R,Plain,May,2019,0.296313364,28.42887865,42.00506912,21.92135177,69.58525346,0.324116744,11.31259601,84.28722035,27.11058074,55.69890055,1
WARANGAL R,Plain,June,2019,2.786666667,28.70979167,39.07770833,38.08625,73.64895833,0.571041667,12.178125,70.33187256,27.4090885,48.87048053,1
WARANGAL R,Plain,July,2019,7.840524194,25.3875,33.68689516,61.15927419,92.60100806,0.125,11.71169355,50.2176138,22.36826151,36.29293766,0
WARANGAL R,Plain,August,2019,10.11774194,25.02943548,32.04717742,74.26733871,96.96854839,0.156451613,9.915524194,40.60737339,19.19300436,29.90018887,0
WARANGAL R,Plain,September,2019,8.259267241,24.42327586,31.92898707,77.1450431,97.41422414,0.109482759,8.510560345,42.57641389,19.40316887,30.98979138,0
WARANGAL R,Plain,October,2019,7.491129032,23.73538306,32.99808468,71.11864919,98.11885081,0.090120968,6.896774194,48.6450454,20.27150894,34.45827717,0
WARANGAL R,Plain,November,2019,0.519583333,20.63604167,32.17458333,57.33020833,97.809375,0.011458333,5.587916667,54.66148462,24.46185025,39.56166743,0
WARANGAL R,Plain,December,2019,0.254233871,18.69667339,30.54052419,53.03840726,95.8515121,0.005443548,5.691330645,46.30396935,25.54985381,35.92691158,0
WARANGAL R,Plain,January,2020,0.010483871,19.07459677,30.58447581,53.12237903,94.79294355,8.289314516,0,44.82278784,27.20885737,36.0158226,0
WARANGAL R,Plain,February,2020,0.344181035,20.06982759,32.1575431,49.28491379,93.49418103,8.643965517,0,50.96895201,26.94733747,38.95814474,0
WARANGAL R,Plain,March,2020,0.341532258,22.91068548,34.97016129,48.21350806,91.70100806,9.85625,0,64.28008111,27.08276382,45.68142246,1
WARANGAL R,Plain,April,2020,0.619791667,24.39166667,37.758125,36.77208333,87.22354167,9.923541667,0,75.8972088,27.21060878,51.55390879,1
WARANGAL R,Plain,May,2020,0.98891129,27.39979839,40.28891129,31.24778226,79.18064516,11.92439516,0,81.76660419,28.85537605,55.31099012,1
WARANGAL R,Plain,June,2020,5.944791667,26.294375,35.665625,54.69229167,89.28104167,11.19270833,0.18,57.73386349,26.80325561,42.26855955,1
WARANGAL R,Plain,July,2020,8.960282258,25.10584677,33.30010081,71.56693548,97.19677419,7.266129032,0.073185484,45.4924726,22.14419428,33.81833344,0
WARANGAL R,Plain,August,2020,27.45383065,24.771875,30.71875,79.29364919,97.45413306,8.740246407,0.158521561,8.164348803,7.475797952,7.820073378,0
WARANGAL R,Plain,September,2020,7.604166667,25.13583333,33.44479167,72.86270833,97.69666667,7.219620253,0.051476793,48.57527544,22.90088411,35.73807977,0
WARANGAL R,Plain,October,2020,5.807258065,23.80806452,32.75685484,67.56370968,97.54435484,0.122427984,6.445884774,49.66828763,21.7562321,35.71225986,0
WARANGAL R,Plain,November,2020,0.5075,19.42291667,31.61583333,50.58708333,94.89604167,0.097916667,7.260416667,50.89230532,25.27368315,38.08299423,0
WARANGAL R,Plain,December,2020,0,15.50645161,30.96471774,41.25947581,96.0358871,0.015120968,6.759072581,48.9500752,27.91535136,38.43271328,0
WARANGAL R,Plain,January,2021,0,18.25544355,31.87116935,44.89153226,96.95544355,,,51.86155671,26.03916441,38.95036056,0
WARANGAL R,Plain,February,2021,0.222321429,17.19866071,32.65357143,35.97209821,95.33236607,,,54.59568622,26.03946786,40.31757704,1
WARANGAL R,Plain,March,2021,0,18.68159092,33.45473283,37.47362249,94.64694023,,,58.68007165,25.50318679,42.09162922,1
WARANGAL R,Plain,April,2021,1.547291667,23.6275,37.385625,35.44104167,89.000625,0.133333333,10.84333333,76.88589799,24.79979294,50.84284546,1
WARANGAL R,Plain,May,2021,0.511968085,26.17433511,38.44135638,23.23138298,54.72832447,0.35,9.336968085,54.66262248,25.69447821,40.17855034,1
WARANGAL R,Plain,June,2021,9.5225,24.86291667,34.04041667,58.22520833,94.36875,0.140208333,10.101875,49.75910619,21.5322782,35.64569219,0
WARANGAL R,Plain,July,2021,14.36,24.72318548,31.74052419,72.59697581,96.41451613,0.106653226,8.596572581,32.63105334,16.45031391,24.54068362,0
WARANGAL R,Plain,August,2021,6.302620968,24.81915323,32.68870968,67.54455645,96.24294355,0.068548387,8.575,48.58368181,22.19267523,35.38817852,0
WARANGAL R,Plain,September,2021,11.48229167,24.16541667,31.8275,73.19604167,98.62291667,0.130416667,7.495208333,37.40240165,17.77954252,27.59097208,0
WARANGAL R,Plain,October,2021,1.230024814,22.81836228,33.23399504,56.7280397,97.51960298,0.0382134,6.090322581,59.1492127,24.37261806,41.76091538,1
WARANGAL R,Plain,November,2021,1.548461538,21.11871795,31.65025641,58.34461538,97.06487179,0,0,48.57153791,23.95958816,36.26556303,0
WARANGAL R,Plain,December,2021,0,16.54615385,30.61513648,43.5719603,96.74317618,0.016377171,5.838709677,47.39075142,27.19233609,37.29154376,0
WARANGAL U,Plain,February,2019,0.039732143,19.82053571,33.09709821,38.26473214,88.56763393,0.162857143,7.865238095,55.25849379,25.20168732,40.23009055,1
WARANGAL U,Plain,March,2019,0.003629032,22.37903226,36.09798387,31.46612903,86.30362903,0.474408602,9.600430108,69.24258337,24.78672334,47.01465336,1
WARANGAL U,Plain,April,2019,0.925625,24.77458333,39.49208333,24.81666667,80.60895833,0.292,10.66133333,81.64635083,24.99844,53.32239542,1
WARANGAL U,Plain,May,2019,0.14516129,28.50806452,41.84455645,19.88870968,65.65141129,0.152258065,11.28322581,79.12631113,27.10554374,53.11592743,1
WARANGAL U,Plain,June,2019,3.02030303,28.48757576,38.98333333,36.12242424,72.06575758,0.443333333,12.6569697,68.30139939,27.04512085,47.67326012,1
WARANGAL U,Plain,July,2019,8.634604106,25.34281525,33.74604106,62.54662757,92.79002933,0.156891496,11.52082111,49.35429544,21.80595512,35.58012528,0
WARANGAL U,Plain,August,2019,9.048952568,25.1865927,32.90650958,68.41017076,94.80598833,0.193055478,10.55596021,45.45541511,20.82428522,33.13985017,0
WARANGAL U,Plain,September,2019,7.935109718,24.50579937,32.45658307,77.31677116,98.20031348,0.069592476,8.500940439,45.80406333,19.676734,32.74039866,0
WARANGAL U,Plain,October,2019,9.021994135,23.55527859,33.24633431,73.51788856,99.00175953,0.009384164,6.056304985,47.61257191,18.81467731,33.21362461,0
WARANGAL U,Plain,November,2019,0.867878788,20.55575758,32.24090909,56.4569697,98.34727273,0.002727273,5.500606061,54.74844403,24.42827651,39.58836027,0
WARANGAL U,Plain,December,2019,0.025513196,21.08329491,31.84816296,60.86304227,98.05330279,0.006718059,6.111890445,54.00769866,24.29868771,39.15319318,0
WARANGAL U,Plain,January,2020,0.006158358,19.66979472,30.02228739,52.97067449,95.50938416,8.497360704,0,42.66803174,27.01614864,34.84209019,0
WARANGAL U,Plain,February,2020,0.598432602,20.38996865,31.58965517,46.41818182,94.14890282,9.206269592,0,48.27276167,26.9534774,37.61311953,0
WARANGAL U,Plain,March,2020,0.829912024,23.03577713,34.46158358,44.90381232,91.34633431,10.69032258,0,60.53650499,27.13206671,43.83428585,1
WARANGAL U,Plain,April,2020,0.7,24.50878788,37.55969697,32.84454545,84.47818182,10.70090909,,72.01265168,27.24202171,49.62733669,1
WARANGAL U,Plain,May,2020,0.458064516,27.56568915,40.21876833,27.65894428,78.05865103,12.51085044,,80.91167956,29.01342085,54.9625502,1
WARANGAL U,Plain,June,2020,7.048484848,26.80818182,35.83636364,54.43424242,89.12636364,12.17757576,0.203636364,56.83072101,26.93967533,41.88519817,1
WARANGAL U,Plain,July,2020,8.869501466,25.27375367,33.76627566,72.09530792,97.73049853,9.700293255,0.023753666,48.19227311,22.90205912,35.54716612,0
WARANGAL U,Plain,August,2020,24.85659824,24.81920821,31.00146628,79.25454545,97.32683284,9.83313783,0.138123167,12.6746272,9.707640801,11.191134,0
WARANGAL U,Plain,September,2020,7.825454545,25.02515152,33.81454545,74.31242424,97.74545455,7.905151515,0.036060606,50.13713679,22.64986571,36.39350125,0
WARANGAL U,Plain,October,2020,6.02170088,23.6085044,32.871261,68.84369501,97.05865103,0.030088496,6.911504425,49.80722363,21.33746614,35.57234489,0
WARANGAL U,Plain,November,2020,0.190606061,19.61818182,32.13939394,49.85787879,93.53787879,0.016107383,6.681543624,52.97106314,25.28570457,39.12838386,0
WARANGAL U,Plain,December,2020,0,16.35571848,31.18621701,42.21085044,95.33108504,0,6.561676647,49.60214804,27.25691464,38.42953134,0
WARANGAL U,Plain,January,2021,0.002346041,18.88475073,31.8457478,43.29618768,94.86334311,,,50.6588786,25.6852195,38.17204905,0
WARANGAL U,Plain,February,2021,0.221753247,17.49220779,32.64415584,34.83603896,92.17272727,,,52.76220576,25.7501386,39.25617218,0
WARANGAL U,Plain,March,2021,0,21.01348974,35.94193548,30.11290323,86.23841642,,,65.75566721,24.50753763,45.13160242,1
WARANGAL U,Plain,April,2021,0.822727273,23.97636364,37.59666667,35.06181818,85.73424242,0.024545455,8.918181818,75.63152208,25.00979311,50.3206576,1
WARANGAL U,Plain,May,2021,0.864216634,26.45783366,38.22572534,23.86324952,53.71953578,0.093230174,8.099806576,52.72903342,25.77221749,39.25062546,0
WARANGAL U,Plain,June,2021,9.665757576,24.78575758,33.86212121,57.67666667,93.0530303,0.031818182,11.02454545,48.3398551,21.46801688,34.90393599,0
WARANGAL U,Plain,July,2021,12.50762463,24.6744868,31.95718475,70.54868035,95.13079179,0.052492669,9.842228739,36.2396823,17.98028529,27.1099838,0
WARANGAL U,Plain,August,2021,9.2123,24.84780059,32.4914956,68.17008798,96.32991202,0.003519062,8.139589443,43.22297869,20.44188049,31.83242959,0
WARANGAL U,Plain,September,2021,10.08272727,24.25545455,31.86363636,75.02454545,98.74060606,0.014545455,6.649090909,39.45966576,18.36286243,28.9112641,0
WARANGAL U,Plain,October,2021,1.230024814,22.81836228,33.23399504,56.7280397,97.51960298,0.0382134,6.090322581,59.1492127,24.37261806,41.76091538,1
WARANGAL U,Plain,November,2021,1.548461538,21.11871795,31.65025641,58.34461538,97.06487179,0,0,48.57153791,23.95958816,36.26556303,0
WARANGAL U,Plain,December,2021,0,16.54615385,30.61513648,43.5719603,96.74317618,0.016377171,5.838709677,47.39075142,27.19233609,37.29154376,0
ADILABAD,Hilly,January,2022,1.227777778,13.93888889,27.50663082,49.81487455,92.7188172,0.04802867384,3.894802867,32.31669502,30.16258898,31.239642,1
ADILABAD,Hilly,February,2022,0.02658730159,11.21428571,36.70357143,13.31071429,100,0,64.85714286,101.7159481,19.20857535,60.46226171,1
ADILABAD,Hilly,March,2022,0.005376344086,20.31308244,37.09659498,21.52150538,67.26756272,0.01093189964,5.238530466,57.93372723,23.49649089,40.71510906,1
ADILABAD,Hilly,April,2022,0.3561111111,25.97166667,40.54740741,21.98018519,63.39407407,0.08981481481,6.488703704,69.24137033,25.51657765,47.37897399,1
ADILABAD,Hilly,May,2022,0.8903225806,28.01845878,40.64336918,26.13530466,62.5046595,0.1252688172,8.694444444,68.77403423,26.80852811,47.79128117,1
ADILABAD,Hilly,June,2022,5.770740741,26.72388889,36.71648148,47.0412963,80.08888889,0.1057407407,8.53537037,59.19795668,24.86468944,42.03132306,1
ADILABAD,Hilly,July,2022,27.96129032,23.6953405,29.63924731,81.9874552,98.73888889,0.2656716418,5.90130597,5.845784544,3.446083562,4.645934053,0
ADILABAD,Hilly,August,2022,6.635125448,24.38315412,32.11021505,74.87580645,98.4078853,0.2362799263,8.539042357,46.22639233,20.8198924,33.52314236,1
ADILABAD,Hilly,September,2022,7.857222222,24.38722222,32.75222222,75.79425926,99.22851852,0.164727955,7.962288931,47.64032015,19.86423127,33.75227571,1
WARANGAL R,Plain,January,2022,4.096029777,16.80769231,29.23995037,51.44193548,96.62630273,0.03771712159,6.560297767,36.33153389,26.20596333,31.26874861,0
WARANGAL R,Plain,February,2022,0,11.21428571,36.70357143,13.31071429,100,0,64.85714286,101.7661948,19.20893544,60.4875651,1
WARANGAL R,Plain,March,2022,0.001985111663,21.4,35.88287841,34.11935484,94.12952854,0.02655086849,7.452605459,74.19274821,24.77153519,49.4821417,1
WARANGAL R,Plain,April,2022,6.635128205,26.3025641,36.94794872,44.36358974,83.69435897,0.03307692308,9.724871795,61.94286663,24.34043542,43.14165102,1
WARANGAL R,Plain,May,2022,0.3126550868,26.95359801,39.71290323,31.25483871,79.15583127,0.1062034739,9.79528536,82.03601188,26.39348233,54.2147471,1
WARANGAL R,Plain,June,2022,6.635128205,26.3025641,36.94794872,44.36358974,83.69435897,0.03307692308,9.724871795,61.94286663,24.34043542,43.14165102,1
WARANGAL R,Plain,July,2022,16.3719603,24.00049628,30.65310174,74.67791563,98.82332506,0.2336658354,8.255610973,25.78167455,14.25686671,20.01927063,0
WARANGAL R,Plain,August,2022,6.668486352,24.33771712,32.43052109,66.79677419,98.34689826,0.171679198,8.541854637,47.69447118,21.72663622,34.7105537,0
WARANGAL R,Plain,September,2022,6.728974359,23.81384615,32.36205128,69.41871795,99.33153846,0.06205128205,8.053589744,47.54799215,20.99920381,34.27359798,0
WARANGAL U,Plain,January,2022,4.096029777,16.80769231,29.23995037,51.44193548,96.62630273,0.03771712159,6.560297767,36.33153389,26.20596333,31.26874861,0
WARANGAL U,Plain,February,2022,0,11.21428571,36.70357143,13.31071429,100,0,64.85714286,101.7661948,19.20893544,60.4875651,1
WARANGAL U,Plain,March,2022,0.001985111663,21.4,35.88287841,34.11935484,94.12952854,0.02655086849,7.452605459,74.19274821,24.77153519,49.4821417,1
WARANGAL U,Plain,April,2022,6.635128205,26.3025641,36.94794872,44.36358974,83.69435897,0.03307692308,9.724871795,61.94286663,24.34043542,43.14165102,1
WARANGAL U,Plain,May,2022,0.3126550868,26.95359801,39.71290323,31.25483871,79.15583127,0.1062034739,9.79528536,82.03601188,26.39348233,54.2147471,1
WARANGAL U,Plain,June,2022,6.635128205,26.3025641,36.94794872,44.36358974,83.69435897,0.03307692308,9.724871795,61.94286663,24.34043542,43.14165102,1
WARANGAL U,Plain,July,2022,16.3719603,24.00049628,30.65310174,74.67791563,98.82332506,0.2336658354,8.255610973,25.78167455,14.25686671,20.01927063,0
WARANGAL U,Plain,August,2022,6.668486352,24.33771712,32.43052109,66.79677419,98.34689826,0.171679198,8.541854637,47.69447118,21.72663622,34.7105537,0
WARANGAL U,Plain,September,2022,6.728974359,23.81384615,32.36205128,69.41871795,99.33153846,0.06205128205,8.053589744,47.54799215,20.99920381,34.27359798,0
